Municípios;Código municipal;UF;habitantes por km²
Tasso Fragoso;2112001;MA;2,03
Tatuí;3554003;SP;236,64
Tauá;2313302;CE;15,27
Taubaté;3554102;SP;497,18
Tavares;2516607;PB;58,88
Tavares;4321352;RS;8,54
Tefé;1304203;AM;3,11
Teixeira;2516706;PB;94,12
Teixeira de Freitas;2931350;BA;124,58
Teixeira Soares;4127007;PR;10,57
Teixeiras;3168507;MG;73,5
Teixeirópolis;1101559;RO;9,25
Tejuçuoca;2313351;CE;22,61
Tejupá;3554201;SP;13,93
Telêmaco Borba;4127106;PR;54,27
Telha;2807303;SE;68,41
Tenente Ananias;2414100;RN;45,88
Tenente Laurentino Cruz;2414159;RN;85,93
Tenente Portela;4321402;RS;42,95
Tenório;2516755;PB;33,92
Teodoro Sampaio;2931400;BA;29,07
Teodoro Sampaio;3554300;SP;14,25
Teofilândia;2931509;BA;60,18
Teófilo Otoni;3168606;MG;42,38
Teolândia;2931608;BA;52,91
Teotônio Vilela;2709152;AL;127,17
Terenos;5008008;MS;6,2
Teresina;2211001;PI;622,66
Teresina de Goiás;5221080;GO;3,44
Teresópolis;3305802;RJ;213,52
Terezinha;2615102;PE;43
Terezópolis de Goiás;5221197;GO;73,96
Terra Alta;1507961;PA;50,74
Terra Boa;4127205;PR;54,75
Terra de Areia;4321436;RS;72,62
Terra Nova;2615201;PE;27,99
Terra Nova;2931707;BA;55,88
Terra Nova do Norte;5108055;MT;4,42
Terra Rica;4127304;PR;21,18
Terra Roxa;3554409;SP;35,68
Terra Roxa;4127403;PR;22,63
Terra Santa;1507979;PA;9,91
Tesouro;5108105;MT;0,71
Teutônia;4321451;RS;184,47
Theobroma;1101609;RO;3,69
Tianguá;2313401;CE;89,58
Tibagi;4127502;PR;6,7
Tibau;2411056;RN;31,78
Tibau do Sul;2414209;RN;164,87
Tietê;3554508;SP;93,13
Tigrinhos;4217956;SC;40,89
Tijucas;4218004;SC;184,81
Tijucas do Sul;4127601;PR;26,23
Timbaúba;2615300;PE;160,41
Timbaúba dos Batistas;2414308;RN;17,33
Timbé do Sul;4218103;SC;16,4
Timbiras;2112100;MA;17,82
Timbó;4218202;SC;359,27
Timbó Grande;4218251;SC;12,31
Timburi;3554607;SP;12,52
Timon;2112209;MA;98,95
Timóteo;3168705;MG;565,03
Tio Hugo;4321469;RS;28,67
Tiradentes;3168804;MG;93,25
Tiradentes do Sul;4321477;RS;21,67
Tiros;3168903;MG;3,77
Tobias Barreto;2807402;SE;49,68
Tocantínia;1721109;TO;2,86
Tocantinópolis;1721208;TO;20,87
Tocantins;3169000;MG;93,09
Tocos do Moji;3169059;MG;33,36
Toledo;3169109;MG;52,74
Toledo;4127700;PR;125,6
Tomar do Geru;2807501;SE;39,4
Tomazina;4127809;PR;14,25
Tombos;3169208;MG;30,19
Tomé-Açu;1508001;PA;13,14
Tonantins;1304237;AM;2,99
Toritama;2615409;PE;1.600,41
Torixoréu;5108204;MT;1,74
Toropi;4321493;RS;12,88
Torre de Pedra;3554656;SP;28,68
Torres;4321501;RS;258,32
Torrinha;3554706;SP;29,61
Touros;2414407;RN;43,82
Trabiju;3554755;SP;26,52
Tracuateua;1508035;PA;32,94
Tracunhaém;2615508;PE;100,98
Traipu;2709202;AL;34,57
Trairão;1508050;PA;1,27
Trairi;2313500;CE;62,9
Trajano de Moraes;3305901;RJ;17,43
Tramandaí;4321600;RS;380,65
Travesseiro;4321626;RS;26,67
Tremedal;2931806;BA;8,11
Tremembé;3554805;SP;267,79
Três Arroios;4321634;RS;17,44
Três Barras;4218301;SC;45,24
Três Barras do Paraná;4127858;PR;22,03
Três Cachoeiras;4321667;RS;43,59
Três Corações;3169307;MG;91,16
Três Coroas;4321709;RS;147,78
Três de Maio;4321808;RS;59,12
Três Forquilhas;4321832;RS;12,7
Três Fronteiras;3554904;SP;44,88
Três Lagoas;5008305;MS;12,93
Três Marias;3169356;MG;10,79
Três Palmeiras;4321857;RS;26,11
Três Passos;4321907;RS;94,59
Três Pontas;3169406;MG;80,1
Três Ranchos;5221304;GO;10,28
Três Rios;3306008;RJ;242,68
Treviso;4218350;SC;24,15
Treze de Maio;4218400;SC;46,06
Treze Tílias;4218509;SC;47,26
Trindade;2615607;PE;102,52
Trindade;5221403;GO;199,85
Trindade do Sul;4321956;RS;28,15
Triunfo;2516805;PB;44,09
Triunfo;2615706;PE;76,78
Triunfo;4322004;RS;33,63
Triunfo Potiguar;2414456;RN;12,56
Trizidela do Vale;2112233;MA;77,1
Trombas;5221452;GO;3,89
Trombudo Central;4218608;SC;66,34
Tubarão;4218707;SC;365,15
Tucano;2931905;BA;22,17
Tucumã;1508084;PA;15,74
Tucunduva;4322103;RS;30,59
Tucuruí;1508100;PA;43,81
Tufilândia;2112274;MA;20,33
Tuiuti;3554953;SP;53,48
Tumiritinga;3169505;MG;11,77
Tunápolis;4218756;SC;36,98
Tunas;4322152;RS;16,94
Tunas do Paraná;4127882;PR;9,3
Tuneiras do Oeste;4127908;PR;11,54
Tuntum;2112308;MA;10,76
Tupã;3555000;SP;101,8
Tupaciguara;3169604;MG;13,98
Tupanatinga;2615805;PE;28,82
Tupanci do Sul;4322186;RS;10,16
Tupanciretã;4322202;RS;8,88
Tupandi;4322251;RS;84,6
Tuparendi;4322301;RS;27,18
Tuparetama;2615904;PE;42,24
Tupãssi;4127957;PR;26,94
Tupi Paulista;3555109;SP;64,77
Tupirama;1721257;TO;2,7
Tupiratins;1721307;TO;2,11
Turiaçu;2112407;MA;14,3
Turilândia;2112456;MA;20,99
Turiúba;3555208;SP;11,86
Turmalina;3169703;MG;17,34
Turmalina;3555307;SP;11,29
Turuçu;4322327;RS;13,48
Tururu;2313559;CE;76,57
Turvânia;5221502;GO;9,29
Turvelândia;5221551;GO;5,33
Turvo;4127965;PR;15,16
Turvo;4218806;SC;55,48
Turvolândia;3169802;MG;22,33
Tutóia;2112506;MA;34,07
Uarini;1304260;AM;1,4
Uauá;2932002;BA;8,06
Ubá;3169901;MG;253,69
Ubaí;3170008;MG;14,27
Ubaíra;2932101;BA;28,26
Ubaitaba;2932200;BA;97,16
Ubajara;2313609;CE;77,34
Ubaporanga;3170057;MG;68,86
Ubarana;3555356;SP;25,56
Ubatã;2932309;BA;90,6
Ubatuba;3555406;SP;131,31
Uberaba;3170107;MG;74,68
Uberlândia;3170206;MG;173,31
Ubirajara;3555505;SP;18,19
Ubiratã;4128005;PR;37,92
Ubiretama;4322343;RS;15,84
Uchoa;3555604;SP;41,18
Uibaí;2932408;BA;24,63
Uiramutã;1400704;RR;1,69
Uirapuru;5221577;GO;2,42
Uiraúna;2516904;PB;50,92
Ulianópolis;1508126;PA;7,46
Umari;2313708;CE;26,11
Umarizal;2414506;RN;47,19
Umbaúba;2807600;SE;203,52
Umburanas;2932457;BA;7,68
Umburatiba;3170305;MG;6,61
Umbuzeiro;2517001;PB;49,17
Umirim;2313757;CE;55,35
Umuarama;4128104;PR;94,85
Una;2932507;BA;16,09
Unaí;3170404;MG;10,26
União;2211100;PI;39,39
União da Serra;4322350;RS;8,92
União da Vitória;4128203;PR;76,43
União de Minas;3170438;MG;3,34
União do Oeste;4218855;SC;29,87
União do Sul;5108303;MT;0,84
União dos Palmares;2709301;AL;141,02
União Paulista;3555703;SP;20,28
Uniflor;4128302;PR;22,53
Unistalda;4322376;RS;3,31
Upanema;2414605;RN;15,55
Uraí;4128401;PR;43,76
Urandi;2932606;BA;17,02
Urânia;3555802;SP;42,21
Urbano Santos;2112605;MA;19,22
Uru;3555901;SP;9,44
Uruaçu;5221601;GO;19,86
Uruana;5221700;GO;26,26
Uruana de Minas;3170479;MG;5,49
Uruará;1508159;PA;4,04
Urubici;4218905;SC;10,61
Uruburetama;2313807;CE;203,11
Urucânia;3170503;MG;76,37
Urucará;1304302;AM;0,67
Uruçuca;2932705;BA;41,99
Uruçuí;2211209;PI;3
Urucuia;3170529;MG;8,42
Urucurituba;1304401;AM;8,3
Uruguaiana;4322400;RS;20,56
Uruoca;2313906;CE;19,7
Urupá;1101708;RO;12,89
Urupema;4218954;SC;7,58
Urupês;3556008;SP;42,43
Urussanga;4219002;SC;82,05
Urutaí;5221809;GO;5,7
Utinga;2932804;BA;25,68
Vacaria;4322509;RS;30,22
Vale de São Domingos;5108352;MT;1,53
Vale do Anari;1101757;RO;2,48
Vale do Paraíso;1101807;RO;6,71
Vale do Sol;4322533;RS;30,15
Vale Real;4322541;RS;134,37
Vale Verde;4322525;RS;9,55
Valença;2932903;BA;76,21
Valença;3306107;RJ;52,34
Valença do Piauí;2211308;PI;16,7
Valente;2933000;BA;61,7
Valentim Gentil;3556107;SP;94,15
Valinhos;3556206;SP;850,78
Valparaíso;3556305;SP;28,26
Valparaíso de Goiás;5221858;GO;3.234,14
Vanini;4322558;RS;30,88
Vargeão;4219101;SC;21,8
Vargem;3556354;SP;73,72
Vargem;4219150;SC;7,49
Vargem Alegre;3170578;MG;49,54
Vargem Alta;3205036;ES;46,83
Vargem Bonita;3170602;MG;5,26
Vargem Bonita;4219176;SC;15,26
Vargem Grande;2112704;MA;22,09
Vargem Grande do Rio Pardo;3170651;MG;9,43
Vargem Grande do Sul;3556404;SP;150,21
Vargem Grande Paulista;3556453;SP;1.186,54
Varginha;3170701;MG;345,14
Varjão;5221908;GO;7,18
Varjão de Minas;3170750;MG;10,7
Varjota;2313955;CE;101,01
Varre-Sai;3306156;RJ;50,55
Várzea;2414704;RN;72
Várzea;2517100;PB;13,95
Várzea Alegre;2314003;CE;46,97
Várzea Branca;2211357;PI;11,22
Várzea da Palma;3170800;MG;15,2
Várzea da Roça;2933059;BA;29,46
Várzea do Poço;2933109;BA;39,23
Várzea Grande;2211407;PI;18,68
Várzea Grande;5108402;MT;414,31
Várzea Nova;2933158;BA;10,91
Várzea Paulista;3556503;SP;3.296,44
Varzedo;2933174;BA;44,77
Varzelândia;3170909;MG;23,12
Vassouras;3306206;RJ;63,38
Vazante;3171006;MG;10,44
Venâncio Aires;4322608;RS;89
Venda Nova do Imigrante;3205069;ES;128,19
Venha-Ver;2414753;RN;42,08
Ventania;4128534;PR;11,82
Venturosa;2616001;PE;51,33
Vera;5108501;MT;4,19
Vera Cruz;2414803;RN;127,6
Vera Cruz;2933208;BA;142,94
Vera Cruz;3556602;SP;41,08
Vera Cruz;4322707;RS;86,27
Vera Cruz do Oeste;4128559;PR;25,12
Vera Mendes;2211506;PI;9,31
Veranópolis;4322806;RS;83
Verdejante;2616100;PE;19,26
Verdelândia;3171030;MG;4,88
Verê;4128609;PR;25,44
Vereda;2933257;BA;7,67
Veredinha;3171071;MG;8,2
Veríssimo;3171105;MG;3,31
Vermelho Novo;3171154;MG;42,51
Vertente do Lério;2616183;PE;102,65
Vertentes;2616209;PE;111,85
Vespasiano;3171204;MG;1.819,34
Vespasiano Corrêa;4322855;RS;16
Viadutos;4322905;RS;17,79
Viamão;4323002;RS;149,76
Viana;2112803;MA;44,09
Viana;3205101;ES;235,12
Vianópolis;5222005;GO;15,68
Vicência;2616308;PE;115,6
Vicente Dutra;4323101;RS;24,17
Vicentina;5008404;MS;20,28
Vicentinópolis;5222054;GO;11,95
Viçosa;2414902;RN;48,07
Viçosa;2709400;AL;65,49
Viçosa;3171303;MG;255,26
Viçosa do Ceará;2314102;CE;45,55
Victor Graeff;4323200;RS;11,67
Vidal Ramos;4219200;SC;17,84
Videira;4219309;SC;144,39
Vieiras;3171402;MG;32,83
Vieirópolis;2517209;PB;33,07
Vigia;1508209;PA;126,58
Vila Bela da Santíssima Trindade;5105507;MT;1,24
Vila Boa;5222203;GO;4
Vila Flor;2415008;RN;66,6
Vila Flores;4323309;RS;33,85
Vila Lângaro;4323358;RS;13,71
Vila Maria;4323408;RS;24,37
Vila Nova do Piauí;2211605;PI;13,24
Vila Nova do Sul;4323457;RS;7,6
Vila Nova dos Martírios;2112852;MA;8,71
Vila Pavão;3205150;ES;20,57
Vila Propício;5222302;GO;2,67
Vila Rica;5108600;MT;2,67
Vila Valério;3205176;ES;29,19
Vila Velha;3205200;ES;2.224,86
Vilhena;1100304;RO;8,19
Vinhedo;3556701;SP;945,52
Viradouro;3556800;SP;79,98
Virgem da Lapa;3171600;MG;13,58
Virgínia;3171709;MG;27,28
Virginópolis;3171808;MG;23,45
Virgolândia;3171907;MG;16,2
Virmond;4128658;PR;15,3
Visconde do Rio Branco;3172004;MG;160,92
Viseu;1508308;PA;11,8
Vista Alegre;4323507;RS;34,27
Vista Alegre do Alto;3556909;SP;84,97
Vista Alegre do Prata;4323606;RS;13,32
Vista Gaúcha;4323705;RS;30,91
Vista Serrana;2505501;PB;60,29
Vitor Meireles;4219358;SC;14,5
Vitória;3205309;ES;3.324,33
Vitória Brasil;3556958;SP;36
Vitória da Conquista;2933307;BA;113,97
Vitória das Missões;4323754;RS;12,62
Vitória de Santo Antão;2616407;PE;398,38
Vitória do Jari;1600808;AP;4,5
Vitória do Mearim;2112902;MA;42,98
Vitória do Xingu;1508357;PA;5,05
Vitorino;4128708;PR;31,49
Vitorino Freire;2113009;MA;25,85
Volta Grande;3172103;MG;21,61
Volta Redonda;3306305;RJ;1.436,33
Votorantim;3557006;SP;694,53
Votuporanga;3557105;SP;229,7
Wagner;2933406;BA;18,19
Wall Ferraz;2211704;PI;15,01
Wanderlândia;1722081;TO;7,71
Wanderley;2933455;BA;4,44
Wenceslau Braz;3172202;MG;22,99
Wenceslau Braz;4128500;PR;48,22
Wenceslau Guimarães;2933505;BA;37,36
Westfália;4323770;RS;48,66
Witmarsum;4219408;SC;27,67
Xambioá;1722107;TO;8,83
Xambrê;4128807;PR;16,12
Xangri-lá;4323804;RS;270,97
Xanxerê;4219507;SC;136,73
Xapuri;1200708;AC;3,41
Xavantina;4219606;SC;16,75
Xaxim;4219705;SC;108,7
Xexéu;2616506;PE;104,78
Xinguara;1508407;PA;14
Xique-Xique;2933604;BA;8,81
Zabelê;2517407;PB;20,86
Zacarias;3557154;SP;8,44
Zé Doca;2114007;MA;19,06
Zortéa;4219853;SC;20,66
