Municípios;Código municipal;UF;homens para cada 100 mulheres
Teixeiras;3168507;MG;95,42
Teixeirópolis;1101559;RO;102,76
Tejuçuoca;2313351;CE;103,49
Tejupá;3554201;SP;104,1
Telêmaco Borba;4127106;PR;97,68
Telha;2807303;SE;95,58
Tenente Ananias;2414100;RN;98,88
Tenente Laurentino Cruz;2414159;RN;98,08
Tenente Portela;4321402;RS;94,04
Tenório;2516755;PB;102,46
Teodoro Sampaio;2931400;BA;93,42
Teodoro Sampaio;3554300;SP;97,04
Teofilândia;2931509;BA;96,88
Teófilo Otoni;3168606;MG;91,52
Teolândia;2931608;BA;105,77
Teotônio Vilela;2709152;AL;90,46
Terenos;5008008;MS;106,38
Teresina;2211001;PI;88,01
Teresina de Goiás;5221080;GO;100,82
Teresópolis;3305802;RJ;90,55
Terezinha;2615102;PE;98,87
Terezópolis de Goiás;5221197;GO;98,4
Terra Alta;1507961;PA;103,8
Terra Boa;4127205;PR;96,47
Terra de Areia;4321436;RS;96,73
Terra Nova;2615201;PE;104,92
Terra Nova;2931707;BA;90,44
Terra Nova do Norte;5108055;MT;101,94
Terra Rica;4127304;PR;96,5
Terra Roxa;3554409;SP;99,44
Terra Roxa;4127403;PR;93,89
Terra Santa;1507979;PA;102,76
Tesouro;5108105;MT;113,18
Teutônia;4321451;RS;95,46
Theobroma;1101609;RO;106,75
Tianguá;2313401;CE;98,44
Tibagi;4127502;PR;100,9
Tibau;2411056;RN;103,32
Tibau do Sul;2414209;RN;96,85
Tietê;3554508;SP;97,17
Tigrinhos;4217956;SC;101,99
Tijucas;4218004;SC;99,3
Tijucas do Sul;4127601;PR;105,9
Timbaúba;2615300;PE;90,16
Timbaúba dos Batistas;2414308;RN;95,02
Timbé do Sul;4218103;SC;105,49
Timbiras;2112100;MA;98,65
Timbó;4218202;SC;95,75
Timbó Grande;4218251;SC;106,29
Timburi;3554607;SP;102,3
Timon;2112209;MA;93,27
Timóteo;3168705;MG;90,75
Tio Hugo;4321469;RS;98,6
Tiradentes;3168804;MG;94,23
Tiradentes do Sul;4321477;RS;102,97
Tiros;3168903;MG;103,64
Tobias Barreto;2807402;SE;95,32
Tocantínia;1721109;TO;104,36
Tocantinópolis;1721208;TO;97,46
Tocantins;3169000;MG;98,2
Tocos do Moji;3169059;MG;113,98
Toledo;3169109;MG;106,53
Toledo;4127700;PR;95,36
Tomar do Geru;2807501;SE;99,83
Tomazina;4127809;PR;104,32
Tombos;3169208;MG;97,27
Tomé-Açu;1508001;PA;103,73
Tonantins;1304237;AM;107,16
Toritama;2615409;PE;93,19
Torixoréu;5108204;MT;103,82
Toropi;4321493;RS;102,22
Torre de Pedra;3554656;SP;100,98
Torres;4321501;RS;92,19
Torrinha;3554706;SP;99,51
Touros;2414407;RN;102,26
Trabiju;3554755;SP;103,63
Tracuateua;1508035;PA;105,85
Tracunhaém;2615508;PE;95,25
Traipu;2709202;AL;99,65
Trairão;1508050;PA;111,05
Trairi;2313500;CE;101,95
Trajano de Moraes;3305901;RJ;101,84
Tramandaí;4321600;RS;91,88
Travesseiro;4321626;RS;101,31
Tremedal;2931806;BA;101,61
Tremembé;3554805;SP;114,59
Três Arroios;4321634;RS;99,92
Três Barras;4218301;SC;100,67
Três Barras do Paraná;4127858;PR;99,98
Três Cachoeiras;4321667;RS;101,32
Três Corações;3169307;MG;96,37
Três Coroas;4321709;RS;96,8
Três de Maio;4321808;RS;93,54
Três Forquilhas;4321832;RS;107,05
Três Fronteiras;3554904;SP;99,82
Três Lagoas;5008305;MS;95,86
Três Marias;3169356;MG;95,39
Três Palmeiras;4321857;RS;99,92
Três Passos;4321907;RS;95,69
Três Pontas;3169406;MG;95,18
Três Ranchos;5221304;GO;108,64
Três Rios;3306008;RJ;89,77
Treviso;4218350;SC;95,96
Treze de Maio;4218400;SC;101,7
Treze Tílias;4218509;SC;98,35
Trindade;2615607;PE;95,85
Trindade;5221403;GO;95,21
Trindade do Sul;4321956;RS;104,55
Triunfo;2516805;PB;101,43
Triunfo;2615706;PE;92,07
Triunfo;4322004;RS;99,77
Triunfo Potiguar;2414456;RN;101,91
Trizidela do Vale;2112233;MA;93,48
Trombas;5221452;GO;102,07
Trombudo Central;4218608;SC;98,8
Tubarão;4218707;SC;93,74
Tucano;2931905;BA;98,23
Tucumã;1508084;PA;99,82
Tucunduva;4322103;RS;92,1
Tucuruí;1508100;PA;97,91
Tufilândia;2112274;MA;103,29
Tuiuti;3554953;SP;99,06
Tumiritinga;3169505;MG;100,27
Tunápolis;4218756;SC;104,83
Tunas;4322152;RS;107,26
Tunas do Paraná;4127882;PR;103,63
Tuneiras do Oeste;4127908;PR;99,04
Tuntum;2112308;MA;103,49
Tupã;3555000;SP;91,45
Tupaciguara;3169604;MG;98,44
Tupanatinga;2615805;PE;96,97
Tupanci do Sul;4322186;RS;104,46
Tupanciretã;4322202;RS;95,04
Tupandi;4322251;RS;103,19
Tuparendi;4322301;RS;93,77
Tuparetama;2615904;PE;93,97
Tupãssi;4127957;PR;98,6
Tupi Paulista;3555109;SP;103,13
Tupirama;1721257;TO;111,41
Tupiratins;1721307;TO;107,76
Turiaçu;2112407;MA;97,41
Turilândia;2112456;MA;96,91
Turiúba;3555208;SP;102,9
Turmalina;3169703;MG;100,58
Turmalina;3555307;SP;94,52
Turuçu;4322327;RS;102,67
Tururu;2313559;CE;101,31
Turvânia;5221502;GO;100,36
Turvelândia;5221551;GO;106,16
Turvo;4127965;PR;102,55
Turvo;4218806;SC;95,81
Turvolândia;3169802;MG;107,79
Tutóia;2112506;MA;99,64
Uarini;1304260;AM;112,6
Uauá;2932002;BA;101,87
Ubá;3169901;MG;94,68
Ubaí;3170008;MG;101,86
Ubaíra;2932101;BA;99,85
Ubaitaba;2932200;BA;92,62
Ubajara;2313609;CE;97,68
Ubaporanga;3170057;MG;101,16
Ubarana;3555356;SP;105,01
Ubatã;2932309;BA;93,67
Ubatuba;3555406;SP;97,55
Uberaba;3170107;MG;92,72
Uberlândia;3170206;MG;93,15
Ubirajara;3555505;SP;107,86
Ubiratã;4128005;PR;94,02
Ubiretama;4322343;RS;106,85
Uchoa;3555604;SP;97,12
Uibaí;2932408;BA;102,23
Uiramutã;1400704;RR;105,76
Uirapuru;5221577;GO;103,05
Uiraúna;2516904;PB;93,39
Ulianópolis;1508126;PA;100,15
Umari;2313708;CE;102,03
Umarizal;2414506;RN;93,96
Umbaúba;2807600;SE;91,8
Umburanas;2932457;BA;104,16
Umburatiba;3170305;MG;106,94
Umbuzeiro;2517001;PB;94,33
Umirim;2313757;CE;102,76
Umuarama;4128104;PR;92,13
Una;2932507;BA;100,43
Unaí;3170404;MG;100,32
União;2211100;PI;98,81
União da Serra;4322350;RS;113,89
União da Vitória;4128203;PR;95,21
União de Minas;3170438;MG;108,95
União do Oeste;4218855;SC;104,87
União do Sul;5108303;MT;110,07
União dos Palmares;2709301;AL;90,92
União Paulista;3555703;SP;96,45
Uniflor;4128302;PR;102,46
Unistalda;4322376;RS;105,25
Upanema;2414605;RN;103,46
Uraí;4128401;PR;95,86
Urandi;2932606;BA;100,22
Urânia;3555802;SP;96,25
Urbano Santos;2112605;MA;103,21
Uru;3555901;SP;100,14
Uruaçu;5221601;GO;96,53
Uruana;5221700;GO;98,74
Uruana de Minas;3170479;MG;99,51
Uruará;1508159;PA;109,96
Urubici;4218905;SC;100,67
Uruburetama;2313807;CE;98,81
Urucânia;3170503;MG;98,35
Urucará;1304302;AM;110,69
Uruçuca;2932705;BA;97,36
Uruçuí;2211209;PI;98,4
Urucuia;3170529;MG;104,98
Urucurituba;1304401;AM;102,56
Uruguaiana;4322400;RS;92,9
Uruoca;2313906;CE;102,21
Urupá;1101708;RO;102,89
Urupema;4218954;SC;108,31
Urupês;3556008;SP;96,76
Urussanga;4219002;SC;94,14
Urutaí;5221809;GO;99,27
Utinga;2932804;BA;98,28
Vacaria;4322509;RS;96,05
Vale de São Domingos;5108352;MT;108,02
Vale do Anari;1101757;RO;108,91
Vale do Paraíso;1101807;RO;104,19
Vale do Sol;4322533;RS;101,32
Vale Real;4322541;RS;101,6
Vale Verde;4322525;RS;103,88
Valença;2932903;BA;92,94
Valença;3306107;RJ;89,48
Valença do Piauí;2211308;PI;91,33
Valente;2933000;BA;94,34
Valentim Gentil;3556107;SP;99,32
Valinhos;3556206;SP;94,84
Valparaíso;3556305;SP;126,11
Valparaíso de Goiás;5221858;GO;92,87
Vanini;4322558;RS;99,6
Vargeão;4219101;SC;103,81
Vargem;3556354;SP;104,24
Vargem;4219150;SC;105,88
Vargem Alegre;3170578;MG;96,87
Vargem Alta;3205036;ES;103,29
Vargem Bonita;3170602;MG;114,3
Vargem Bonita;4219176;SC;102,21
Vargem Grande;2112704;MA;100,68
Vargem Grande do Rio Pardo;3170651;MG;106,09
Vargem Grande do Sul;3556404;SP;96,74
Vargem Grande Paulista;3556453;SP;95,49
Varginha;3170701;MG;93,81
Varjão;5221908;GO;101,3
Varjão de Minas;3170750;MG;107,78
Varjota;2313955;CE;97,67
Varre-Sai;3306156;RJ;104,84
Várzea;2414704;RN;100,42
Várzea;2517100;PB;99,1
Várzea Alegre;2314003;CE;94,82
Várzea Branca;2211357;PI;103,01
Várzea da Palma;3170800;MG;99,28
Várzea da Roça;2933059;BA;97,59
Várzea do Poço;2933109;BA;96,77
Várzea Grande;2211407;PI;94,67
Várzea Grande;5108402;MT;97,02
Várzea Nova;2933158;BA;99,33
Várzea Paulista;3556503;SP;98,11
Varzedo;2933174;BA;99,14
Varzelândia;3170909;MG;102,47
Vassouras;3306206;RJ;88,56
Vazante;3171006;MG;99,99
Venâncio Aires;4322608;RS;96,65
Venda Nova do Imigrante;3205069;ES;96,48
Venha-Ver;2414753;RN;100,4
Ventania;4128534;PR;104,93
Venturosa;2616001;PE;95,17
Vera;5108501;MT;106,32
Vera Cruz;2414803;RN;98,25
Vera Cruz;2933208;BA;93,7
Vera Cruz;3556602;SP;95,47
Vera Cruz;4322707;RS;94,96
Vera Cruz do Oeste;4128559;PR;94,39
Vera Mendes;2211506;PI;99,44
Veranópolis;4322806;RS;94,71
Verdejante;2616100;PE;97,52
Verdelândia;3171030;MG;103,93
Verê;4128609;PR;99,8
Vereda;2933257;BA;108,22
Veredinha;3171071;MG;103,58
Veríssimo;3171105;MG;111,47
Vermelho Novo;3171154;MG;104,89
Vertente do Lério;2616183;PE;99
Vertentes;2616209;PE;97,47
Vespasiano;3171204;MG;93,72
Vespasiano Corrêa;4322855;RS;106,59
Viadutos;4322905;RS;99,04
Viamão;4323002;RS;91,79
Viana;2112803;MA;97,8
Viana;3205101;ES;102,59
Vianópolis;5222005;GO;98,51
Vicência;2616308;PE;93,84
Vicente Dutra;4323101;RS;103,98
Vicentina;5008404;MS;99,06
Vicentinópolis;5222054;GO;105,29
Viçosa;2414902;RN;97,19
Viçosa;2709400;AL;92,55
Viçosa;3171303;MG;92
Viçosa do Ceará;2314102;CE;100,59
Victor Graeff;4323200;RS;99,86
Vidal Ramos;4219200;SC;106,09
Videira;4219309;SC;97,81
Vieiras;3171402;MG;104,76
Vieirópolis;2517209;PB;101,16
Vigia;1508209;PA;102,22
Vila Bela da Santíssima Trindade;5105507;MT;108,37
Vila Boa;5222203;GO;108,56
Vila Flor;2415008;RN;102,42
Vila Flores;4323309;RS;97,83
Vila Lângaro;4323358;RS;104,63
Vila Maria;4323408;RS;101,78
Vila Nova do Piauí;2211605;PI;102,97
Vila Nova do Sul;4323457;RS;96,99
Vila Nova dos Martírios;2112852;MA;103,34
Vila Pavão;3205150;ES;101,83
Vila Propício;5222302;GO;109,7
Vila Rica;5108600;MT;109,22
Vila Valério;3205176;ES;106,44
Vila Velha;3205200;ES;93,16
Vilhena;1100304;RO;96,91
Vinhedo;3556701;SP;94,64
Viradouro;3556800;SP;97,48
Virgem da Lapa;3171600;MG;97,62
Virgínia;3171709;MG;100,9
Virginópolis;3171808;MG;95,97
Virgolândia;3171907;MG;94,28
Virmond;4128658;PR;101,11
Visconde do Rio Branco;3172004;MG;94,76
Viseu;1508308;PA;107,98
Vista Alegre;4323507;RS;98,8
Vista Alegre do Alto;3556909;SP;102,67
Vista Alegre do Prata;4323606;RS;108,39
Vista Gaúcha;4323705;RS;100,5
Vista Serrana;2505501;PB;101,49
Vitor Meireles;4219358;SC;109,6
Vitória;3205309;ES;86,18
Vitória Brasil;3556958;SP;105,03
Vitória da Conquista;2933307;BA;91,7
Vitória das Missões;4323754;RS;101,73
Vitória de Santo Antão;2616407;PE;89,69
Vitória do Jari;1600808;AP;106,04
Vitória do Mearim;2112902;MA;96,98
Vitória do Xingu;1508357;PA;106,01
Vitorino;4128708;PR;101,2
Vitorino Freire;2113009;MA;98,33
Volta Grande;3172103;MG;94,44
Volta Redonda;3306305;RJ;88,56
Votorantim;3557006;SP;95,06
Votuporanga;3557105;SP;93,06
Wagner;2933406;BA;96,91
Wall Ferraz;2211704;PI;100,05
Wanderlândia;1722081;TO;101,26
Wanderley;2933455;BA;107,55
Wenceslau Braz;3172202;MG;100,34
Wenceslau Braz;4128500;PR;97,59
Wenceslau Guimarães;2933505;BA;102,85
Westfália;4323770;RS;101,43
Witmarsum;4219408;SC;104,47
Xambioá;1722107;TO;100,59
Xambrê;4128807;PR;93,78
Xangri-lá;4323804;RS;96,57
Xanxerê;4219507;SC;95,88
Xapuri;1200708;AC;106,53
Xavantina;4219606;SC;107,32
Xaxim;4219705;SC;99,24
Xexéu;2616506;PE;95,37
Xinguara;1508407;PA;101,09
Xique-Xique;2933604;BA;95,68
Zabelê;2517407;PB;96,13
Zacarias;3557154;SP;99,11
Zé Doca;2114007;MA;97,23
Zortéa;4219853;SC;104,16
